geneName	baseMean	log2FC	lfcSE	stat	pvalue	padj
Mon2	6222.674732	0.11220984	0.076901118	1.459144453	0.144525353	0.489614945
A930002H24Rik	12.30280931	-0.468220765	0.296465837	-1.579341383	0.114257775	0.407357948
9330161L09Rik	37.73364572	-0.222650577	0.273401968	-0.814370792	0.415432566	0.999630442
Cenpq	5753.722791	0.059992487	0.06925331	0.866276092	0.386338774	0.966770288
Gm7977	7.024720865	0.278222329	0.279319364	0.996072469	0.319214935	0.858513475
Phldb1	1234.974151	-0.228765043	0.096229599	-2.377283562	0.017440675	0.088979354
1700049E17Rik2	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
Ankle2	7114.164601	-0.097438871	0.06869115	-1.418506911	0.156042822	0.519152639
Rps4l	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
Zfp185	52.45312773	-0.608452735	0.257287312	-2.36487657	0.018036081	0.091257283
Gys1	2803.856161	0.093951847	0.080220854	1.171164876	0.241532511	0.714789105
Dazl	19.3517985	-0.072862939	0.297821833	-0.244652778	0.806725294	0.999630442
Rps6ka6	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
Dll4	1.35887542	0.000261125	0.171815233	0.001519803	0.998787373	0.999630442
Ppp1r14b	8443.824874	0.105548182	0.073313806	1.439676751	0.149958874	0.502776766
Rpl10-ps6	70.59674018	0.130914704	0.235311344	0.556346762	0.577973825	0.999630442
Zfp644	5241.733669	0.095988165	0.079790133	1.203007958	0.228973241	0.687536179
Gm26708	1.508762476	0.037450701	0.179529446	0.208604784	0.834756775	0.999630442
Notch3	42.93292687	-0.986297493	0.268784284	-3.66947605	0.000243048	0.002112731
Gm5248	1.352570064	0.001051834	0.171819204	0.006121751	0.99511558	0.999630442
Zfp119a	220.9763839	-0.008848107	0.159852593	-0.055351662	0.955858305	0.999630442
Ssh2	3554.310603	-0.204889502	0.085121255	-2.407031013	0.016082804	0.083364564
Gm15432	78.13025657	-0.114552403	0.223584009	-0.512346134	0.608408783	0.999630442
Cc2d1a	1463.500761	-0.170730343	0.091469296	-1.866531713	0.061967011	0.251714612
RP24-175C20.18	13.78112925	-0.24560986	0.298461086	-0.822920879	0.410552989	0.999630442
Hoxb3	4.237441518	0.078370552	0.250121795	0.313329561	0.754030294	0.999630442
Gm6185	1.19068061	0.036415387	0.16416641	0.221819963	0.824454038	0.999630442
Cilp2	2.373827305	0.180615374	0.208952839	0.864383441	0.387377286	0.968613135
Nutm1	2.178340211	-0.019139341	0.198904649	-0.096223699	0.923342909	0.999630442
Tjap1	1870.816551	-0.214922361	0.08664396	-2.480523296	0.013118969	0.070029229
Asb3	2411.822634	0.392103149	0.080890639	4.847324179	1.25E-06	1.62E-05
Gm16103	3.35808347	-0.004568462	0.229404104	-0.019914476	0.984111597	0.999630442
4930435N07Rik	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
Gpat3	1.371032183	-0.065353553	0.172165181	-0.379597966	0.704243871	0.999630442
Magi3	126.8005204	0.03140923	0.206595911	0.152032196	0.879161542	0.999630442
Ppfia4	1.95823086	-0.107196196	0.194182261	-0.552039074	0.580921583	0.999630442
Tfcp2l1	11.01547562	-0.239513245	0.295078661	-0.81169287	0.416967887	0.999630442
4930581F22Rik	374.5105417	-0.570627215	0.12913149	-4.418962527	9.92E-06	0.000111778
Camkk1	39.22561256	-1.6212413	0.278875437	-5.81349623	6.12E-09	1.07E-07
RP23-162P10.8	401.2166418	-0.178836703	0.132262017	-1.352139545	0.176330679	0.568839168
Ssna1	10249.73915	-0.314686147	0.065645217	-4.793740649	1.64E-06	2.09E-05
Echdc2	489.8304392	0.403219204	0.121793397	3.310681961	0.000930689	0.007036263
Atad3aos	48.17466837	0.055589914	0.256704607	0.216552072	0.828557441	0.999630442
Cdc23	11518.60044	0.266096327	0.067735817	3.92844345	8.55E-05	0.00080691
Gm37364	2.674183246	-0.159864071	0.215295375	-0.742533696	0.457764044	0.999630442
Atxn1	419.9156755	-0.286873673	0.14509562	-1.977135307	0.048026338	0.205123479
Gm26606	58.45469437	0.085780461	0.247161785	0.347061991	0.728544747	0.999630442
Slc10a4	2.72513039	-0.11489198	0.217602335	-0.527990565	0.597505884	0.999630442
Il17rb	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
Gm10472	4.72960802	0.198315079	0.256157823	0.774190993	0.438817854	0.999630442
Gm17622	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
Abhd18	740.8260881	-0.093334388	0.104497165	-0.893176272	0.371762783	0.946196856
4930444P10Rik	1.18005199	0.034965854	0.163636426	0.213680135	0.830796504	0.999630442
Ift88os	1.346718657	0.067193923	0.172050933	0.390546694	0.696132334	0.999630442
Adamts18	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
Gm13310	29.13274976	0.028106328	0.286074629	0.098248237	0.92173518	0.999630442
Gm3809	8.349844279	0.087875697	0.286909912	0.306283239	0.759389	0.999630442
Gm42895	2.78261808	-0.018332091	0.214375213	-0.085514042	0.931852733	0.999630442
Reps1	3712.350143	0.082376975	0.073852175	1.115430579	0.264665952	0.760064107
Cited1	5.354543966	0.109819106	0.264449973	0.415273653	0.677941586	0.999630442
Pou5f2	2.693591679	0.115670386	0.214535156	0.539167512	0.589771275	0.999630442
Gm340	5482.844732	-0.247825538	0.181035676	-1.368932045	0.171020518	0.556445753
Ada	1106.627164	-0.867788644	0.099316968	-8.737566805	2.38E-18	9.22E-17
Vbp1	12994.44168	0.22746698	0.068325857	3.329149311	0.000871117	0.006634766
Traf6	6135.143234	0.138002315	0.072070549	1.91482259	0.055515133	0.230768786
AL645522.1	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
Wdr35	1392.828964	0.236343197	0.089308686	2.646362928	0.008136247	0.04658728
Srp19	9446.425331	0.285753999	0.06689163	4.271894679	1.94E-05	0.000208201
A230060F14Rik	6.032421081	-0.128602418	0.271784002	-0.473178763	0.636085648	0.999630442
Cyp4b1	8.237616966	0.363105145	0.284183715	1.277712712	0.201350741	0.625535814
1700007E05Rik	3.027960787	-0.169412877	0.227106827	-0.745961179	0.455690866	0.999630442
Gm37197	1.185903398	-0.032194404	0.163968272	-0.196345324	0.844339888	0.999630442
Crtam	5.286089653	-0.218990532	0.261977118	-0.835914729	0.403202876	0.993273808
